age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45.0, Private,209786.39, Prof-school,9.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
23.0, Private,168036.44, Prof-school,9.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,164877.52, Some-college,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,241358.53, Masters,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
27.46322, Private,207223.73, Assoc-acdm,10.0, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,99.0, Peru, <=50K
27.0, Private,203356.64, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,255815.89, Some-college,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
59.0, Never-worked,149944.81, Masters,13.0, Married-spouse-absent, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,149738.86, Masters,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,50.73532, Peru, >50K
41.305172, Private,231498.42, Some-college,9.0, Married-spouse-absent, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, Peru, >50K
37.0, Private,256594.75, Assoc-acdm,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,223117.03, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,195580.1, Prof-school,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,182439.36, Assoc-acdm,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,211159.02, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.152245, Private,279503.6, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,36.834507, Peru, <=50K
49.0, Private,203978.53, Some-college,9.0, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,209320.83, Prof-school,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,230275.69, Some-college,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,217225.5, Some-college,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
34.0, Private,170011.56, Assoc-acdm,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,216828.12, Some-college,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
44.0, Private,176458.23, Some-college,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,212684.94, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,228400.5, Assoc-acdm,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
43.0, Private,203507.17, Masters,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
51.0, Private,165612.69, Some-college,10.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,211301.4, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,204206.86, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,251223.1, Prof-school,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,219578.06, Some-college,9.0, Married-spouse-absent, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,210901.19, Masters,13.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,48.0, Peru, <=50K
37.0, Private,176360.53, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
42.0, Private,185036.83, Masters,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Female,0.0,0.0,40.0, Peru, <=50K
38.0, Private,249201.72, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,209782.23, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,186294.92, Prof-school,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,38.068645, Peru, <=50K
36.0, Private,197293.55, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,174729.56, Masters,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,244610.19, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,264216.0, 7th-8th,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,199156.64, Masters,9.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,60.0, Peru, <=50K
51.0, Private,165250.81, Masters,13.0, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0.0,0.0,98.21212, Peru, >50K
31.0, Private,225179.88, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,227383.6, Masters,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,212977.75, Masters,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,215067.75, Some-college,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,161997.89, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,52.415443, Peru, <=50K
51.0, Private,157460.72, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,177953.83, Assoc-acdm,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,84.0, Peru, <=50K
41.0, Private,243887.2, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,210975.81, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,217631.52, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
46.0, Private,145156.12, Assoc-acdm,14.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,157315.81, Some-college,9.0, Never-married, Protective-serv, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,213699.61, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
63.0, Private,256385.3, Masters,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,235800.33, Some-college,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,45.0, Peru, <=50K
43.0, Private,259573.03, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
40.66478, Private,169665.9, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,78.2779, Peru, <=50K
42.0, Private,175858.44, Some-college,13.0, Married-AF-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,223528.0, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,204853.72, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
43.0, Private,269615.2, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,170003.28, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,236159.08, Prof-school,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,194480.52, 10th,9.0, Never-married, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,264602.16, Masters,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
40.0, Private,157471.33, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,236223.9, 10th,9.753232, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
47.0, Private,155254.62, Prof-school,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
34.134552, Private,234383.58, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,225435.17, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,197629.27, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,227744.02, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,151212.12, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.685776, Private,220362.66, 10th,14.0, Married-spouse-absent, Sales, Other-relative, White, Female,0.0,0.0,60.0, Peru, <=50K
40.0, Private,247070.86, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,149497.5, 10th,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,90.548485, Peru, <=50K
46.0, Private,169800.22, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,206742.3, Masters,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.37775, Private,227956.0, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,160192.0, Prof-school,10.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,154089.14, Some-college,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,244049.95, Some-college,13.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
38.0, Private,141078.02, 10th,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,99.0, Peru, <=50K
34.0, Private,233381.33, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
25.0, Private,161018.66, 10th,14.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,50.0, Peru, <=50K
22.0, Private,225214.89, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,151922.98, Masters,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, >50K
36.0, Private,158341.67, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,191602.53, Assoc-acdm,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,228078.72, 10th,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,191334.47, Masters,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,148648.53, Some-college,9.0, Never-married, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,205166.53, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,70.0, Peru, <=50K
47.0, Private,156843.88, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,206895.83, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,25.0, Peru, <=50K
28.0, Private,153655.14, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,25.0, Peru, <=50K
38.0, Private,216503.92, 10th,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
38.0, Private,163031.08, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,197135.52, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.006012, Private,165647.36, Masters,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,201749.98, Assoc-acdm,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,50.0, Peru, <=50K
38.02937, Private,238809.3, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,243130.3, 10th,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,227288.67, Some-college,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,142304.38, Prof-school,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,203406.86, Some-college,9.0, Married-spouse-absent, Protective-serv, Husband, White, Male,0.0,0.0,70.0, Peru, <=50K
26.0, Private,204533.38, Assoc-acdm,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,143463.22, 10th,10.0, Never-married, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, Peru, <=50K
26.0, Private,244165.72, Assoc-acdm,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,208890.05, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,25.0, Peru, <=50K
56.0, Private,144005.67, Some-college,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
37.0, Private,159567.48, Some-college,14.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,215511.05, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,206401.47, Masters,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,197221.0, Masters,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,184042.34, Masters,9.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,68.51317, Peru, <=50K
38.0, Private,227166.48, Prof-school,14.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,65.0, Peru, <=50K
43.0, Private,143733.8, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,199471.77, Assoc-acdm,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
50.0, Private,224610.9, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,180576.62, Assoc-acdm,14.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,153046.14, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,209420.78, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,197554.2, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
41.0, Private,198787.42, Some-college,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
53.0, Private,203859.34, Prof-school,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,48.0, Peru, <=50K
37.0, Private,195286.03, Some-college,9.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,153949.14, Assoc-acdm,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,149586.66, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Female,0.0,0.0,60.0, Peru, <=50K
47.0, Private,165260.17, Assoc-acdm,14.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
62.0, Private,204769.97, Masters,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,188367.75, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,207134.64, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
25.0, Private,194378.11, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,83.59899, Peru, <=50K
49.834652, Private,210601.77, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.650085, Private,156708.2, Prof-school,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,216929.27, Masters,9.0, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,205790.44, 10th,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
35.0, Private,136855.78, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,37.0, Peru, >50K
41.0, Private,240204.11, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,154476.77, Assoc-acdm,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,70.01941, Peru, <=50K
42.0, Private,200746.58, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,134740.39, Assoc-acdm,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,152201.94, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
58.0, Private,233264.69, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,153126.12, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,162211.53, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,189040.1, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
44.0, Private,159057.66, Assoc-acdm,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,279374.66, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,225303.67, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,213679.2, Masters,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
